חומר פעיל,גידול,MRL,תאריך עדכון,המתנה לאישור תקנות,מזהה גידול ממופה,שם גידול ממופה,הסבר מיפוי גידול,מזהה חומר הדברה ממופה,שם חומר הדברה ממופה,הסבר מיפוי חומר הדברה
CHLOROTHALONIL,כרפס/סלרי (שורש ועלים),3.0,2005-08-22T00:00:00,,62,כרפס/סלרי (שורש ועלים),התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,ברוקולי,,2021-08-23T00:00:00,0.080,21,ברוקולי,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,מלון,2.0,2013-01-10T00:00:00,,70,מלון,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,מלפפון,5.0,1996-01-01T00:00:00,,72,מלפפון,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,אבטיח,2.0,2013-01-10T00:00:00,,2,אבטיח,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,חימצה (חומוס),1.0,1996-01-01T00:00:00,,43,חימצה (חומוס),התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,כוסברה (גד השדה),0.05,2005-08-22T00:00:00,,55,כוסברה (גד השדה),התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,עגבניה,5.0,1996-01-01T00:00:00,,84,עגבניה,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,אפון,1.0,2006-11-23T00:00:00,,10,אפון,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,גזר,1.0,1996-01-01T00:00:00,,28,גזר,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,בצל,0.5,1996-01-01T00:00:00,,17,בצל,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,אגוז אדמה,0.05,1996-01-01T00:00:00,,3,אגוז אדמה,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,שקד,1.0,2005-08-22T00:00:00,,131,שקד,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,שום,0.02,2009-06-23T00:00:00,,123,שום,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,אפרסמון,0.02,2009-06-02T00:00:00,,12,אפרסמון,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,תפוח עץ,0.05,2015-11-17T00:00:00,,140,תפוח עץ,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,משמש,0.2,2013-01-10T00:00:00,,76,משמש,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,נקטרינה,0.2,2013-01-10T00:00:00,,77,נקטרינה,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,אפרסק,0.2,2013-01-10T00:00:00,,13,אפרסק,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,זית אירופאי,0.1,2010-11-25T00:00:00,,37,זית אירופאי,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,חיטה,0.1,1996-01-01T00:00:00,,42,חיטה,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,ריחן מצוי / בזיל,1.0,2011-03-01T00:00:00,,120,ריחן מצוי / בזיל,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,עירית בצלית,0.5,2005-08-22T00:00:00,,85,עירית בצלית,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,שמיר (שבת),0.05,2005-08-22T00:00:00,,127,שמיר (שבת),התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,מנטה,1.0,2005-08-22T00:00:00,,74,מנטה,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,פטרוסלינון (שורש ועלים),1.0,2011-03-01T00:00:00,,93,פטרוסלינון (שורש ועלים),התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,רוזמרין,1.0,2011-03-01T00:00:00,,117,רוזמרין,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,מרווה,1.0,2011-03-01T00:00:00,,75,מרווה,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,טרגון,1.0,2011-03-01T00:00:00,,50,טרגון,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,רוקט (בן חרדל),,2019-04-11T00:00:00,1.000,119,רוקט (בן חרדל),התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLOROTHALONIL,רוקולה,1.0,2011-03-01T00:00:00,,118,רוקולה,התאמה מדויקת,45,CHLOROTHALONIL,התאמה מדויקת
CHLORPROPHAM,תפוח אדמה,5.0,1996-01-01T00:00:00,,139,תפוח אדמה,התאמה מדויקת,46,CHLORPROPHAM,התאמה מדויקת
CHLORPYRIFOS,ענבים,0.1,2015-11-17T00:00:00,יתבטל,89,ענבים,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,פרי הדר,0.3,1996-01-01T00:00:00,יתבטל,103,פרי הדר,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,סלק סוכר,0.05,1996-01-01T00:00:00,יתבטל,82,סלק סוכר,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,כרוב,0.05,1996-01-01T00:00:00,יתבטל,57,כרוב,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,כרוב סיני,0.1,1998-11-01T00:00:00,יתבטל,59,כרוב סיני,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,חסה,0.1,2013-01-14T00:00:00,יתבטל,46,חסה,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,אגוז אדמה,0.02,2013-01-14T00:00:00,יתבטל,3,אגוז אדמה,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,שקד,0.5,1999-01-01T00:00:00,יתבטל,131,שקד,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,אבוקדו,0.5,2003-02-25T00:00:00,יתבטל,1,אבוקדו,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,בננה,0.05,2000-01-01T00:00:00,יתבטל,16,בננה,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,מנגו,0.5,2013-01-14T00:00:00,יתבטל,73,מנגו,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,אפרסמון,0.5,2004-06-08T00:00:00,יתבטל,12,אפרסמון,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,רימון,0.1,2005-12-11T00:00:00,יתבטל,121,רימון,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,תפוח עץ,0.1,2015-11-17T00:00:00,יתבטל,140,תפוח עץ,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,אגס,0.5,1996-01-01T00:00:00,יתבטל,4,אגס,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,שזיף,0.5,1999-01-01T00:00:00,יתבטל,126,שזיף,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,משמש,0.5,1999-01-01T00:00:00,יתבטל,76,משמש,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,נקטרינה,0.5,1999-01-01T00:00:00,יתבטל,77,נקטרינה,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,אפרסק,0.5,2004-07-13T00:00:00,יתבטל,13,אפרסק,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,תמר,0.1,2005-08-22T00:00:00,יתבטל,138,תמר,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,זית אירופאי,0.5,2013-01-14T00:00:00,יתבטל,37,זית אירופאי,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORPYRIFOS,חבוש,1.0,2008-09-18T00:00:00,יתבטל,39,חבוש,התאמה מדויקת,47,CHLORPYRIFOS,התאמה מדויקת
CHLORSULFURON,חיטה,0.01,2014-01-01T00:00:00,,42,חיטה,התאמה מדויקת,48,CHLORSULFURON,התאמה מדויקת
CHLORTHAL DIMETHYL,צנונית,1.0,2015-11-17T00:00:00,,107,צנונית,התאמה מדויקת,49,CHLORTHAL DIMETHYL,התאמה מדויקת
CHLORTHAL DIMETHYL,כרוב,0.1,1999-01-01T00:00:00,,57,כרוב,התאמה מדויקת,49,CHLORTHAL DIMETHYL,התאמה מדויקת
CHLORTHAL DIMETHYL,כרובית,0.1,1999-01-01T00:00:00,,61,כרובית,התאמה מדויקת,49,CHLORTHAL DIMETHYL,התאמה מדויקת
CHLORTHAL DIMETHYL,קולרבי,0.1,2013-01-14T00:00:00,,108,קולרבי,התאמה מדויקת,49,CHLORTHAL DIMETHYL,התאמה מדויקת
CHLORTHAL DIMETHYL,כרוב סיני,0.1,2005-08-22T00:00:00,,59,כרוב סיני,התאמה מדויקת,49,CHLORTHAL DIMETHYL,התאמה מדויקת
CHLORTHAL DIMETHYL,חסה,0.5,2017-12-28T00:00:00,,46,חסה,התאמה מדויקת,49,CHLORTHAL DIMETHYL,התאמה מדויקת
CHLORTHAL DIMETHYL,צנון,1.0,2015-11-17T00:00:00,,106,צנון,התאמה מדויקת,49,CHLORTHAL DIMETHYL,התאמה מדויקת
CHLORTHAL DIMETHYL,לפת,0.1,1999-01-01T00:00:00,,67,לפת,התאמה מדויקת,49,CHLORTHAL DIMETHYL,התאמה מדויקת
CHLORTHAL DIMETHYL,גזר,0.1,1999-01-01T00:00:00,,28,גזר,התאמה מדויקת,49,CHLORTHAL DIMETHYL,התאמה מדויקת
CHLORTHAL DIMETHYL,בצל,0.1,1999-01-01T00:00:00,,17,בצל,התאמה מדויקת,49,CHLORTHAL DIMETHYL,התאמה מדויקת
CINIDON ETHYL,שבולת שועל,0.05,2013-01-14T00:00:00,יתבטל,122,שבולת שועל,התאמה מדויקת,50,CINIDON ETHYL,התאמה מדויקת
CINIDON ETHYL,חיטה,0.05,2013-01-14T00:00:00,יתבטל,42,חיטה,התאמה מדויקת,50,CINIDON ETHYL,התאמה מדויקת
CLETHODIM,אספסת,0.5,1999-01-01T00:00:00,,8,אספסת,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,בקיה,0.5,1999-01-01T00:00:00,,19,בקיה,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,סלק מספוא,0.5,1999-01-01T00:00:00,,81,סלק מספוא,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,ענבים,0.5,1999-01-01T00:00:00,,89,ענבים,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,פרי הדר,0.5,2013-01-14T00:00:00,,103,פרי הדר,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,תפוח אדמה,0.5,1999-01-01T00:00:00,,139,תפוח אדמה,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,כרפס/סלרי (שורש ועלים),0.5,1999-01-01T00:00:00,,62,כרפס/סלרי (שורש ועלים),התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,כרוביים,0.5,2013-01-14T00:00:00,,60,כרוביים,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,כרוב,0.5,2021-08-17T00:00:00,,57,כרוב,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,ברוקולי,0.5,2021-08-17T00:00:00,,21,ברוקולי,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,מלון,0.5,2005-08-22T00:00:00,,70,מלון,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,חימצה (חומוס),0.5,1999-01-01T00:00:00,,43,חימצה (חומוס),התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,חסה,0.5,1999-01-01T00:00:00,,46,חסה,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,פלפל,0.5,2013-01-14T00:00:00,,99,פלפל,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,חציל,0.5,2005-08-22T00:00:00,,47,חציל,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,עגבניה,0.5,1999-01-01T00:00:00,,84,עגבניה,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,פפריקה,0.5,2013-01-14T00:00:00,,101,פפריקה,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,אפון,0.5,1999-01-01T00:00:00,,10,אפון,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,שעועית ירוקה,0.5,2013-01-14T00:00:00,,129,שעועית ירוקה,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,סלק אדום (שורש ועלים),0.5,1999-01-01T00:00:00,,80,סלק אדום (שורש ועלים),התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,גזר,0.5,1999-01-01T00:00:00,,28,גזר,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,בצל,0.5,1999-01-01T00:00:00,,17,בצל,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,חלב,0.05,1999-01-01T00:00:00,,44,חלב,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,בשר,0.1,2013-01-23T00:00:00,,22,בשר,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,"בשר, חלקי פנים",0.1,2013-01-23T00:00:00,,25,"בשר, חלקי פנים",התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,ביצים,0.05,1999-01-01T00:00:00,,15,ביצים,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,בשר עוף,0.1,2013-01-23T00:00:00,,23,בשר עוף,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,כותנה,0.5,1999-01-01T00:00:00,,56,כותנה,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,אגוז אדמה,0.5,1999-01-01T00:00:00,,3,אגוז אדמה,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,חריע,0.5,1999-01-01T00:00:00,,49,חריע,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,חמנית מצויה,0.5,1999-01-01T00:00:00,,45,חמנית מצויה,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,תפוח עץ,0.5,2013-01-14T00:00:00,,140,תפוח עץ,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,זית אירופאי,0.5,2005-08-22T00:00:00,,37,זית אירופאי,התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,שמיר (שבת),0.5,2013-01-14T00:00:00,,127,שמיר (שבת),התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,פטרוסלינון (שורש ועלים),0.5,2013-01-14T00:00:00,,93,פטרוסלינון (שורש ועלים),התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLETHODIM,"בשר עוף, חלקי פנים",0.1,2013-01-23T00:00:00,,24,"בשר עוף, חלקי פנים",התאמה מדויקת,51,CLETHODIM,התאמה מדויקת
CLODINAFOP PROPARGYL,חיטה,0.01,1999-01-01T00:00:00,,42,חיטה,התאמה מדויקת,52,CLODINAFOP PROPARGYL,התאמה מדויקת
CLOFENTEZINE,תות שדה לפרי,2.0,1996-01-01T00:00:00,,133,תות שדה לפרי,התאמה מדויקת,53,CLOFENTEZINE,התאמה מדויקת
CLOFENTEZINE,פרי הדר,0.5,1996-01-01T00:00:00,,103,פרי הדר,התאמה מדויקת,53,CLOFENTEZINE,התאמה מדויקת
CLOFENTEZINE,מלון,1.0,1996-01-01T00:00:00,,70,מלון,התאמה מדויקת,53,CLOFENTEZINE,התאמה מדויקת
CLOFENTEZINE,מלפפון,1.0,1996-01-01T00:00:00,,72,מלפפון,התאמה מדויקת,53,CLOFENTEZINE,התאמה מדויקת
CLOFENTEZINE,אבטיח,1.0,1996-01-01T00:00:00,,2,אבטיח,התאמה מדויקת,53,CLOFENTEZINE,התאמה מדויקת
CLOFENTEZINE,פלפל,0.1,2015-11-12T00:00:00,,99,פלפל,התאמה מדויקת,53,CLOFENTEZINE,התאמה מדויקת
CLOFENTEZINE,חציל,1.0,1996-01-01T00:00:00,,47,חציל,התאמה מדויקת,53,CLOFENTEZINE,התאמה מדויקת
CLOFENTEZINE,עגבניה,1.0,1996-01-01T00:00:00,,84,עגבניה,התאמה מדויקת,53,CLOFENTEZINE,התאמה מדויקת
CLOFENTEZINE,תפוח עץ,0.5,1996-01-01T00:00:00,,140,תפוח עץ,התאמה מדויקת,53,CLOFENTEZINE,התאמה מדויקת
CLOMAZONE,תפוח אדמה,0.05,2016-06-02T00:00:00,,139,תפוח אדמה,התאמה מדויקת,54,CLOMAZONE,התאמה מדויקת
CLOMAZONE,פלפל,0.05,2005-08-24T00:00:00,,99,פלפל,התאמה מדויקת,54,CLOMAZONE,התאמה מדויקת
CLOMAZONE,פפריקה,0.05,2005-08-24T00:00:00,,101,פפריקה,התאמה מדויקת,54,CLOMAZONE,התאמה מדויקת
CLOMAZONE,בטטה,0.05,2013-01-14T00:00:00,,14,בטטה,התאמה מדויקת,54,CLOMAZONE,התאמה מדויקת
CLOPYRALID,צנונית,0.1,1999-01-01T00:00:00,,107,צנונית,התאמה מדויקת,55,CLOPYRALID,התאמה מדויקת
CLOPYRALID,כרוב,0.1,1999-01-01T00:00:00,,57,כרוב,התאמה מדויקת,55,CLOPYRALID,התאמה מדויקת
CLOPYRALID,ברוקולי,0.1,1999-01-01T00:00:00,,21,ברוקולי,התאמה מדויקת,55,CLOPYRALID,התאמה מדויקת
CLOPYRALID,כרובית,0.1,1999-01-01T00:00:00,,61,כרובית,התאמה מדויקת,55,CLOPYRALID,התאמה מדויקת
CLOPYRALID,קולרבי,0.1,1999-01-01T00:00:00,,108,קולרבי,התאמה מדויקת,55,CLOPYRALID,התאמה מדויקת
CLOPYRALID,כרוב סיני,0.1,1999-01-01T00:00:00,,59,כרוב סיני,התאמה מדויקת,55,CLOPYRALID,התאמה מדויקת
CLOPYRALID,צנון,0.1,1999-01-01T00:00:00,,106,צנון,התאמה מדויקת,55,CLOPYRALID,התאמה מדויקת
CLOPYRALID,לפת,0.1,1999-01-01T00:00:00,,67,לפת,התאמה מדויקת,55,CLOPYRALID,התאמה מדויקת
CLOPYRALID,בצל,0.1,1999-01-01T00:00:00,,17,בצל,התאמה מדויקת,55,CLOPYRALID,התאמה מדויקת
CLOPYRALID,חיטה,0.1,1999-01-01T00:00:00,,42,חיטה,התאמה מדויקת,55,CLOPYRALID,התאמה מדויקת
CLOQUINTOCET MEXYL,שעורה תרבותית,0.01,2015-11-12T00:00:00,,130,שעורה תרבותית,התאמה מדויקת,56,CLOQUINTOCET MEXYL,התאמה מדויקת
CLOQUINTOCET MEXYL,שבולת שועל,0.01,2015-11-12T00:00:00,,122,שבולת שועל,התאמה מדויקת,56,CLOQUINTOCET MEXYL,התאמה מדויקת
CLOQUINTOCET MEXYL,חיטה,0.01,1999-01-01T00:00:00,,42,חיטה,התאמה מדויקת,56,CLOQUINTOCET MEXYL,התאמה מדויקת
CLOTHIANIDIN,ענבים,1.0,2012-04-17T00:00:00,,89,ענבים,התאמה מדויקת,57,CLOTHIANIDIN,התאמה מדויקת
CLOTHIANIDIN,גזר,0.3,2012-07-26T00:00:00,,28,גזר,התאמה מדויקת,57,CLOTHIANIDIN,התאמה מדויקת
CLOTHIANIDIN,אגוז אדמה,0.02,2012-02-15T00:00:00,,3,אגוז אדמה,התאמה מדויקת,57,CLOTHIANIDIN,התאמה מדויקת
CLOTHIANIDIN,שקד,0.02,2015-11-16T00:00:00,,131,שקד,התאמה מדויקת,57,CLOTHIANIDIN,התאמה מדויקת
CLOTHIANIDIN,תפוח עץ,0.5,2011-05-17T00:00:00,,140,תפוח עץ,התאמה מדויקת,57,CLOTHIANIDIN,התאמה מדויקת
CLOTHIANIDIN,אגס,0.5,2012-05-16T00:00:00,,4,אגס,התאמה מדויקת,57,CLOTHIANIDIN,התאמה מדויקת
CLOTHIANIDIN,משמש,0.5,2012-02-15T00:00:00,,76,משמש,התאמה מדויקת,57,CLOTHIANIDIN,התאמה מדויקת
CLOTHIANIDIN,נקטרינה,0.5,2012-02-15T00:00:00,,77,נקטרינה,התאמה מדויקת,57,CLOTHIANIDIN,התאמה מדויקת
CLOTHIANIDIN,אפרסק,0.5,2012-02-15T00:00:00,,13,אפרסק,התאמה מדויקת,57,CLOTHIANIDIN,התאמה מדויקת
CYANTRANILIPROLE,פרי הדר,,2019-07-30T00:00:00,0.900,103,פרי הדר,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,כרוב,0.01,2016-05-16T00:00:00,,57,כרוב,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,ברוקולי,0.01,2016-05-16T00:00:00,,21,ברוקולי,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,כרובית,0.01,2016-05-16T00:00:00,,61,כרובית,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,קולרבי,0.01,2016-05-16T00:00:00,,108,קולרבי,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,מלון,,2017-01-30T00:00:00,0.050,70,מלון,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,מלפפון,0.05,2015-11-15T00:00:00,,72,מלפפון,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,קישוא,0.05,2015-11-15T00:00:00,,115,קישוא,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,אבטיח,,2017-07-24T00:00:00,0.020,2,אבטיח,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,חסה,,2018-12-18T00:00:00,0.300,46,חסה,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,פלפל,0.2,2015-11-15T00:00:00,,99,פלפל,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,חציל,0.2,2015-11-15T00:00:00,,47,חציל,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,עגבניה,0.2,2015-11-15T00:00:00,,84,עגבניה,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,שעועית ירוקה,,2019-06-19T00:00:00,0.050,129,שעועית ירוקה,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,בצל,0.06,2016-05-23T00:00:00,,17,בצל,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,רימון,,2022-01-13T00:00:00,0.100,121,רימון,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
CYANTRANILIPROLE,תפוח עץ,,2025-01-19T00:00:00,0.300,140,תפוח עץ,התאמה מדויקת,58,CYANTRANILIPROLE,התאמה מדויקת
